tomo_id,patch_id,has_motor
tomo_003acc,patch_264_1032_192.pt,False
tomo_003acc,patch_264_120_1368.pt,False
tomo_003acc,patch_264_1440_744.pt,False
tomo_003acc,patch_264_1464_1368.pt,False
tomo_003acc,patch_264_1800_600.pt,False
tomo_003acc,patch_264_1816_1656.pt,False
tomo_003acc,patch_264_264_1608.pt,False
tomo_003acc,patch_264_264_912.pt,False
tomo_003acc,patch_264_456_624.pt,False
tomo_003acc,patch_264_552_432.pt,False
tomo_003acc,patch_264_624_1296.pt,False
tomo_003acc,patch_288_1032_600.pt,False
tomo_003acc,patch_288_1200_744.pt,False
tomo_003acc,patch_288_1536_744.pt,False
tomo_003acc,patch_288_1608_1248.pt,False
tomo_003acc,patch_288_336_1656.pt,False
tomo_003acc,patch_288_384_1751.pt,False
tomo_003acc,patch_288_648_72.pt,False
tomo_003acc,patch_288_672_1248.pt,False
tomo_003acc,patch_288_696_1128.pt,False
tomo_003acc,patch_288_840_1032.pt,False
tomo_003acc,patch_312_0_552.pt,False
tomo_003acc,patch_312_1008_1248.pt,False
tomo_003acc,patch_312_1032_1368.pt,False
tomo_003acc,patch_312_1200_1104.pt,False
tomo_003acc,patch_312_1200_504.pt,False
tomo_003acc,patch_312_48_384.pt,False
tomo_003acc,patch_312_576_576.pt,False
tomo_003acc,patch_336_1080_384.pt,False
tomo_003acc,patch_336_144_1152.pt,False
tomo_003acc,patch_336_1512_120.pt,False
tomo_003acc,patch_336_1656_576.pt,False
tomo_003acc,patch_336_168_1080.pt,False
tomo_003acc,patch_336_480_1224.pt,False
tomo_003acc,patch_336_552_1632.pt,False
tomo_003acc,patch_336_72_792.pt,False
tomo_003acc,patch_336_792_1392.pt,False
tomo_003acc,patch_336_864_480.pt,False
tomo_003acc,patch_336_912_768.pt,False
tomo_003acc,patch_360_1104_1152.pt,False
tomo_003acc,patch_360_1248_888.pt,False
tomo_003acc,patch_360_528_1176.pt,False
tomo_003acc,patch_360_528_888.pt,False
tomo_003acc,patch_360_552_1751.pt,False
tomo_003acc,patch_360_816_504.pt,False
tomo_003acc,patch_384_1056_1008.pt,False
tomo_003acc,patch_384_1584_1416.pt,False
tomo_003acc,patch_384_432_216.pt,False
tomo_003acc,patch_404_1176_1248.pt,False
tomo_003acc,patch_404_1224_24.pt,False
tomo_003acc,patch_404_1632_912.pt,False
tomo_003acc,patch_404_168_1751.pt,False
tomo_003acc,patch_404_24_1248.pt,False
tomo_003acc,patch_404_264_648.pt,False
tomo_003acc,patch_404_432_840.pt,False
tomo_003acc,patch_404_696_1464.pt,False
tomo_003acc,patch_404_960_0.pt,False
tomo_003acc,patch_404_960_1056.pt,False
tomo_003acc,patch_48_0_264.pt,False
tomo_003acc,patch_48_1200_1608.pt,False
tomo_003acc,patch_48_120_1032.pt,False
tomo_003acc,patch_48_1800_1368.pt,False
tomo_003acc,patch_48_240_1008.pt,False
tomo_003acc,patch_48_576_1416.pt,False
tomo_003acc,patch_72_1464_408.pt,False
tomo_003acc,patch_72_1488_1680.pt,False
tomo_003acc,patch_72_1536_1560.pt,False
tomo_003acc,patch_72_1680_240.pt,False
tomo_003acc,patch_72_408_816.pt,False
tomo_003acc,patch_72_720_1200.pt,False
tomo_003acc,patch_72_864_1728.pt,False
tomo_003acc,patch_96_1032_816.pt,False
tomo_003acc,patch_96_1104_1680.pt,False
tomo_003acc,patch_96_120_1416.pt,False
tomo_003acc,patch_96_1344_912.pt,False
tomo_003acc,patch_96_1704_144.pt,False
tomo_003acc,patch_96_312_912.pt,False
tomo_003acc,patch_96_408_576.pt,False
tomo_003acc,patch_96_576_792.pt,False
tomo_003acc,patch_96_744_480.pt,False
tomo_003acc,patch_96_816_1632.pt,False
tomo_003acc,patch_96_888_1104.pt,False
tomo_00e047,patch_0_0_336.pt,False
tomo_00e047,patch_0_192_192.pt,False
tomo_00e047,patch_0_360_576.pt,False
tomo_00e047,patch_0_384_696.pt,False
tomo_00e047,patch_0_696_384.pt,False
tomo_00e047,patch_120_120_624.pt,False
tomo_00e047,patch_120_456_552.pt,True
tomo_00e047,patch_120_456_600.pt,True
tomo_00e047,patch_120_504_552.pt,True
tomo_00e047,patch_120_504_600.pt,True
tomo_00e047,patch_120_528_480.pt,False
tomo_00e047,patch_120_528_600.pt,True
tomo_00e047,patch_120_552_192.pt,False
tomo_00e047,patch_120_672_408.pt,False
tomo_00e047,patch_144_168_24.pt,False
tomo_00e047,patch_144_168_384.pt,False
tomo_00e047,patch_144_216_696.pt,False
tomo_00e047,patch_144_432_816.pt,False
tomo_00e047,patch_144_456_576.pt,True
tomo_00e047,patch_144_480_528.pt,True
tomo_00e047,patch_144_480_600.pt,True
tomo_00e047,patch_144_504_552.pt,True
tomo_00e047,patch_144_528_552.pt,True
tomo_00e047,patch_144_528_600.pt,True
tomo_00e047,patch_168_0_456.pt,False
tomo_00e047,patch_168_456_528.pt,True
tomo_00e047,patch_168_456_552.pt,True
tomo_00e047,patch_168_480_528.pt,True
tomo_00e047,patch_168_480_552.pt,True
tomo_00e047,patch_168_480_576.pt,True
tomo_00e047,patch_168_480_600.pt,True
tomo_00e047,patch_168_504_576.pt,True
tomo_00e047,patch_168_504_600.pt,True
tomo_00e047,patch_168_528_600.pt,True
tomo_00e047,patch_192_480_240.pt,False
tomo_00e047,patch_192_816_72.pt,False
tomo_00e047,patch_24_240_552.pt,False
tomo_00e047,patch_24_96_312.pt,False
tomo_00e047,patch_48_168_312.pt,False
tomo_00e047,patch_48_768_648.pt,False
tomo_00e047,patch_72_432_360.pt,False
tomo_00e047,patch_72_528_624.pt,False
tomo_00e047,patch_72_552_72.pt,False
tomo_00e047,patch_96_408_48.pt,False
tomo_00e047,patch_96_456_576.pt,True
tomo_00e047,patch_96_456_600.pt,True
tomo_00e047,patch_96_480_576.pt,True
tomo_00e047,patch_96_504_528.pt,True
tomo_00e047,patch_96_504_552.pt,True
tomo_00e047,patch_96_504_600.pt,True
tomo_00e047,patch_96_528_528.pt,True
tomo_00e047,patch_96_528_552.pt,True
tomo_00e463,patch_0_504_144.pt,False
tomo_00e463,patch_0_552_696.pt,False
tomo_00e463,patch_0_72_840.pt,False
tomo_00e463,patch_120_384_432.pt,False
tomo_00e463,patch_120_480_528.pt,False
tomo_00e463,patch_144_168_552.pt,True
tomo_00e463,patch_144_168_576.pt,True
tomo_00e463,patch_144_168_600.pt,True
tomo_00e463,patch_144_168_624.pt,True
tomo_00e463,patch_144_192_552.pt,True
tomo_00e463,patch_144_192_576.pt,True
tomo_00e463,patch_144_216_576.pt,True
tomo_00e463,patch_144_216_624.pt,True
tomo_00e463,patch_144_240_504.pt,False
tomo_00e463,patch_144_264_576.pt,True
tomo_00e463,patch_144_264_600.pt,True
tomo_00e463,patch_144_264_624.pt,True
tomo_00e463,patch_144_288_120.pt,True
tomo_00e463,patch_144_288_144.pt,True
tomo_00e463,patch_144_288_576.pt,True
tomo_00e463,patch_144_312_120.pt,True
tomo_00e463,patch_144_312_144.pt,True
tomo_00e463,patch_144_312_48.pt,True
tomo_00e463,patch_144_312_72.pt,True
tomo_00e463,patch_144_336_48.pt,True
tomo_00e463,patch_144_336_96.pt,True
tomo_00e463,patch_144_360_48.pt,True
tomo_00e463,patch_144_360_96.pt,True
tomo_00e463,patch_144_384_120.pt,True
tomo_00e463,patch_144_384_96.pt,True
tomo_00e463,patch_144_408_648.pt,False
tomo_00e463,patch_168_144_768.pt,False
tomo_00e463,patch_168_168_552.pt,True
tomo_00e463,patch_168_168_624.pt,True
tomo_00e463,patch_168_192_624.pt,True
tomo_00e463,patch_168_216_552.pt,True
tomo_00e463,patch_168_216_600.pt,True
tomo_00e463,patch_168_216_624.pt,True
tomo_00e463,patch_168_264_552.pt,True
tomo_00e463,patch_168_264_576.pt,True
tomo_00e463,patch_168_264_624.pt,True
tomo_00e463,patch_168_288_120.pt,True
tomo_00e463,patch_168_288_600.pt,True
tomo_00e463,patch_168_288_624.pt,True
tomo_00e463,patch_168_288_96.pt,True
tomo_00e463,patch_168_312_72.pt,True
tomo_00e463,patch_168_336_144.pt,True
tomo_00e463,patch_168_360_48.pt,True
tomo_00e463,patch_168_360_96.pt,True
tomo_00e463,patch_168_384_120.pt,True
tomo_00e463,patch_168_384_48.pt,True
tomo_00e463,patch_168_384_96.pt,True
tomo_00e463,patch_168_432_72.pt,False
tomo_00e463,patch_168_48_0.pt,False
tomo_00e463,patch_168_72_24.pt,False
tomo_00e463,patch_192_168_552.pt,True
tomo_00e463,patch_192_168_600.pt,True
tomo_00e463,patch_192_192_552.pt,True
tomo_00e463,patch_192_192_576.pt,True
tomo_00e463,patch_192_216_552.pt,True
tomo_00e463,patch_192_216_624.pt,True
tomo_00e463,patch_192_240_576.pt,True
tomo_00e463,patch_192_264_576.pt,True
tomo_00e463,patch_192_264_600.pt,True
tomo_00e463,patch_192_288_120.pt,True
tomo_00e463,patch_192_288_552.pt,True
tomo_00e463,patch_192_288_576.pt,True
tomo_00e463,patch_192_288_600.pt,True
tomo_00e463,patch_192_336_144.pt,True
tomo_00e463,patch_192_336_48.pt,True
tomo_00e463,patch_192_336_72.pt,True
tomo_00e463,patch_192_336_96.pt,True
tomo_00e463,patch_192_360_72.pt,True
tomo_00e463,patch_192_384_96.pt,True
tomo_00e463,patch_192_48_216.pt,False
tomo_00e463,patch_216_168_600.pt,True
tomo_00e463,patch_216_168_624.pt,True
tomo_00e463,patch_216_192_552.pt,True
tomo_00e463,patch_216_192_576.pt,True
tomo_00e463,patch_216_192_624.pt,True
tomo_00e463,patch_216_216_552.pt,True
tomo_00e463,patch_216_216_624.pt,True
tomo_00e463,patch_216_240_576.pt,True
tomo_00e463,patch_216_240_600.pt,True
tomo_00e463,patch_216_264_552.pt,True
tomo_00e463,patch_216_288_120.pt,True
tomo_00e463,patch_216_288_144.pt,True
tomo_00e463,patch_216_288_576.pt,True
tomo_00e463,patch_216_288_624.pt,True
tomo_00e463,patch_216_288_72.pt,True
tomo_00e463,patch_216_336_120.pt,True
tomo_00e463,patch_216_336_72.pt,True
tomo_00e463,patch_216_360_120.pt,True
tomo_00e463,patch_216_360_144.pt,True
tomo_00e463,patch_216_360_48.pt,True
tomo_00e463,patch_216_360_72.pt,True
tomo_00e463,patch_216_384_48.pt,True
tomo_00e463,patch_216_744_384.pt,False
tomo_00e463,patch_240_288_144.pt,True
tomo_00e463,patch_240_312_120.pt,True
tomo_00e463,patch_240_312_72.pt,True
tomo_00e463,patch_240_336_120.pt,True
tomo_00e463,patch_240_336_96.pt,True
tomo_00e463,patch_240_360_120.pt,True
tomo_00e463,patch_264_264_648.pt,False
tomo_00e463,patch_264_528_840.pt,False
tomo_00e463,patch_264_552_600.pt,False
tomo_00e463,patch_264_768_360.pt,False
tomo_00e463,patch_288_336_336.pt,False
tomo_00e463,patch_288_624_96.pt,False
tomo_00e463,patch_312_144_816.pt,False
tomo_00e463,patch_312_456_72.pt,False
tomo_00e463,patch_336_216_432.pt,False
tomo_00e463,patch_336_216_720.pt,False
tomo_00e463,patch_336_600_336.pt,False
tomo_00e463,patch_336_744_0.pt,False
tomo_00e463,patch_360_216_168.pt,False
tomo_00e463,patch_360_312_456.pt,False
tomo_00e463,patch_360_384_0.pt,False
tomo_00e463,patch_360_480_768.pt,False
tomo_00e463,patch_384_168_648.pt,False
tomo_00e463,patch_404_192_432.pt,False
tomo_00e463,patch_48_24_360.pt,False
tomo_00e463,patch_48_264_648.pt,False
tomo_00e463,patch_48_504_0.pt,False
tomo_00e463,patch_48_552_528.pt,False
tomo_00e463,patch_48_816_480.pt,False
tomo_00e463,patch_72_168_504.pt,False
tomo_00e463,patch_96_408_840.pt,False
tomo_01a877,patch_0_24_576.pt,False
tomo_01a877,patch_0_48_816.pt,False
tomo_01a877,patch_0_72_576.pt,False
tomo_01a877,patch_120_168_504.pt,False
tomo_01a877,patch_120_312_408.pt,False
tomo_01a877,patch_120_552_240.pt,True
tomo_01a877,patch_120_576_216.pt,True
tomo_01a877,patch_120_576_264.pt,True
tomo_01a877,patch_120_600_216.pt,True
tomo_01a877,patch_120_600_240.pt,True
tomo_01a877,patch_120_624_192.pt,True
tomo_01a877,patch_120_72_720.pt,False
tomo_01a877,patch_144_24_336.pt,False
tomo_01a877,patch_144_360_696.pt,False
tomo_01a877,patch_144_552_192.pt,True
tomo_01a877,patch_144_552_264.pt,True
tomo_01a877,patch_144_576_192.pt,True
tomo_01a877,patch_144_576_240.pt,True
tomo_01a877,patch_144_576_264.pt,True
tomo_01a877,patch_144_600_216.pt,True
tomo_01a877,patch_144_600_240.pt,True
tomo_01a877,patch_144_600_264.pt,True
tomo_01a877,patch_144_624_192.pt,True
tomo_01a877,patch_144_624_240.pt,True
tomo_01a877,patch_168_312_672.pt,False
tomo_01a877,patch_168_600_624.pt,False
tomo_01a877,patch_168_624_720.pt,False
tomo_01a877,patch_192_744_24.pt,False
tomo_01a877,patch_192_768_744.pt,False
tomo_01a877,patch_192_840_192.pt,False
tomo_01a877,patch_192_840_624.pt,False
tomo_01a877,patch_204_192_144.pt,False
tomo_01a877,patch_48_192_768.pt,False
tomo_01a877,patch_48_744_816.pt,False
tomo_01a877,patch_72_576_240.pt,True
tomo_01a877,patch_72_576_264.pt,True
tomo_01a877,patch_72_600_192.pt,True
tomo_01a877,patch_72_600_240.pt,True
tomo_01a877,patch_72_600_264.pt,True
tomo_01a877,patch_72_624_240.pt,True
tomo_01a877,patch_72_696_72.pt,False
tomo_01a877,patch_96_24_832.pt,False
tomo_01a877,patch_96_360_552.pt,False
tomo_01a877,patch_96_432_144.pt,False
tomo_01a877,patch_96_504_144.pt,False
tomo_01a877,patch_96_504_264.pt,False
tomo_01a877,patch_96_552_264.pt,True
tomo_01a877,patch_96_576_216.pt,True
tomo_01a877,patch_96_576_240.pt,True
tomo_01a877,patch_96_600_240.pt,True
tomo_01a877,patch_96_624_192.pt,True
tomo_01a877,patch_96_624_264.pt,True
tomo_02862f,patch_0_192_120.pt,False
tomo_02862f,patch_0_672_336.pt,False
tomo_02862f,patch_0_768_312.pt,False
tomo_02862f,patch_120_624_552.pt,False
tomo_02862f,patch_120_96_312.pt,False
tomo_02862f,patch_144_264_720.pt,False
tomo_02862f,patch_144_384_648.pt,False
tomo_02862f,patch_168_0_480.pt,False
tomo_02862f,patch_168_192_408.pt,False
tomo_02862f,patch_168_264_528.pt,False
tomo_02862f,patch_168_600_24.pt,False
tomo_02862f,patch_168_600_408.pt,False
tomo_02862f,patch_168_816_216.pt,False
tomo_02862f,patch_192_432_432.pt,False
tomo_02862f,patch_192_672_48.pt,False
tomo_02862f,patch_204_456_672.pt,False
tomo_02862f,patch_24_264_120.pt,True
tomo_02862f,patch_24_264_48.pt,True
tomo_02862f,patch_24_288_120.pt,True
tomo_02862f,patch_24_288_48.pt,True
tomo_02862f,patch_24_288_96.pt,True
tomo_02862f,patch_24_312_360.pt,False
tomo_02862f,patch_24_312_48.pt,True
tomo_02862f,patch_24_336_72.pt,True
tomo_02862f,patch_48_264_120.pt,True
tomo_02862f,patch_48_312_48.pt,True
tomo_02862f,patch_48_336_120.pt,True
tomo_02862f,patch_48_336_48.pt,True
tomo_02862f,patch_48_336_72.pt,True
tomo_02862f,patch_48_432_72.pt,False
tomo_02862f,patch_48_792_720.pt,False
tomo_02862f,patch_72_264_48.pt,True
tomo_02862f,patch_72_264_96.pt,True
tomo_02862f,patch_72_288_48.pt,True
tomo_02862f,patch_72_288_832.pt,False
tomo_02862f,patch_72_312_120.pt,True
tomo_02862f,patch_72_312_48.pt,True
tomo_02862f,patch_72_336_120.pt,True
tomo_02862f,patch_72_336_72.pt,True
tomo_02862f,patch_72_336_96.pt,True
tomo_02862f,patch_72_552_832.pt,False
tomo_02862f,patch_72_648_768.pt,False
tomo_02862f,patch_96_216_120.pt,False
tomo_02862f,patch_96_264_120.pt,True
tomo_02862f,patch_96_264_48.pt,True
tomo_02862f,patch_96_264_72.pt,True
tomo_02862f,patch_96_264_96.pt,True
tomo_02862f,patch_96_288_96.pt,True
tomo_02862f,patch_96_336_120.pt,True
tomo_02862f,patch_96_336_72.pt,True
tomo_02862f,patch_96_336_96.pt,True
tomo_02862f,patch_96_744_768.pt,False
tomo_0308c5,patch_0_0_384.pt,False
tomo_0308c5,patch_0_24_240.pt,False
tomo_0308c5,patch_0_456_672.pt,False
tomo_0308c5,patch_0_48_240.pt,False
tomo_0308c5,patch_0_552_792.pt,False
tomo_0308c5,patch_120_528_240.pt,False
tomo_0308c5,patch_120_864_456.pt,False
tomo_0308c5,patch_144_384_336.pt,False
tomo_0308c5,patch_144_552_240.pt,False
tomo_0308c5,patch_168_648_576.pt,False
tomo_0308c5,patch_168_696_576.pt,False
tomo_0308c5,patch_192_552_576.pt,False
tomo_0308c5,patch_192_648_120.pt,False
tomo_0308c5,patch_204_480_432.pt,False
tomo_0308c5,patch_24_144_240.pt,False
tomo_0308c5,patch_24_264_216.pt,False
tomo_0308c5,patch_24_624_696.pt,False
tomo_0308c5,patch_72_576_264.pt,False
tomo_0308c5,patch_72_768_600.pt,False
tomo_0308c5,patch_96_360_696.pt,False
tomo_0308c5,patch_96_696_120.pt,False
tomo_0308c5,patch_96_72_72.pt,False
tomo_0308c5,patch_96_792_384.pt,False
tomo_0308c5,patch_96_864_648.pt,False
tomo_0333fa,patch_0_288_72.pt,False
tomo_0333fa,patch_0_552_336.pt,False
tomo_0333fa,patch_0_624_792.pt,False
tomo_0333fa,patch_0_768_432.pt,False
tomo_0333fa,patch_120_144_120.pt,False
tomo_0333fa,patch_144_0_456.pt,False
tomo_0333fa,patch_168_240_792.pt,False
tomo_0333fa,patch_168_528_432.pt,False
tomo_0333fa,patch_168_864_144.pt,False
tomo_0333fa,patch_192_192_672.pt,False
tomo_0333fa,patch_192_432_192.pt,False
tomo_0333fa,patch_192_864_24.pt,False
tomo_0333fa,patch_24_120_576.pt,False
tomo_0333fa,patch_24_144_720.pt,False
tomo_0333fa,patch_24_168_456.pt,False
tomo_0333fa,patch_24_456_48.pt,False
tomo_0333fa,patch_48_456_360.pt,False
tomo_0333fa,patch_48_48_672.pt,False
tomo_0333fa,patch_72_264_624.pt,False
tomo_0333fa,patch_72_552_672.pt,False
tomo_0333fa,patch_96_168_48.pt,False
tomo_0333fa,patch_96_576_24.pt,False
tomo_0333fa,patch_96_600_312.pt,False
tomo_0333fa,patch_96_720_832.pt,False
tomo_033ebe,patch_0_24_192.pt,False
tomo_033ebe,patch_0_264_168.pt,False
tomo_033ebe,patch_0_624_216.pt,True
tomo_033ebe,patch_0_624_240.pt,True
tomo_033ebe,patch_0_648_216.pt,True
tomo_033ebe,patch_0_648_240.pt,True
tomo_033ebe,patch_0_648_264.pt,True
tomo_033ebe,patch_0_672_216.pt,True
tomo_033ebe,patch_120_648_696.pt,False
tomo_033ebe,patch_144_0_528.pt,False
tomo_033ebe,patch_144_600_528.pt,False
tomo_033ebe,patch_168_144_528.pt,False
tomo_033ebe,patch_168_840_144.pt,False
tomo_033ebe,patch_192_264_624.pt,False
tomo_033ebe,patch_192_672_576.pt,False
tomo_033ebe,patch_192_768_624.pt,False
tomo_033ebe,patch_192_96_432.pt,False
tomo_033ebe,patch_192_96_816.pt,False
tomo_033ebe,patch_204_576_720.pt,False
tomo_033ebe,patch_24_24_576.pt,False
tomo_033ebe,patch_24_288_696.pt,False
tomo_033ebe,patch_24_360_768.pt,False
tomo_033ebe,patch_24_624_216.pt,True
tomo_033ebe,patch_24_624_240.pt,True
tomo_033ebe,patch_24_648_216.pt,True
tomo_033ebe,patch_24_648_240.pt,True
tomo_033ebe,patch_24_648_288.pt,True
tomo_033ebe,patch_24_672_264.pt,True
tomo_033ebe,patch_24_696_216.pt,True
tomo_033ebe,patch_24_696_240.pt,True
tomo_033ebe,patch_24_696_288.pt,True
tomo_033ebe,patch_48_120_216.pt,False
tomo_033ebe,patch_48_624_264.pt,True
tomo_033ebe,patch_48_648_240.pt,True
tomo_033ebe,patch_48_648_264.pt,True
tomo_033ebe,patch_48_672_264.pt,True
tomo_033ebe,patch_48_696_288.pt,True
tomo_033ebe,patch_72_480_312.pt,False
tomo_033ebe,patch_72_576_336.pt,False
tomo_033ebe,patch_72_624_264.pt,True
tomo_033ebe,patch_72_648_216.pt,True
tomo_033ebe,patch_72_648_240.pt,True
tomo_033ebe,patch_72_648_288.pt,True
tomo_033ebe,patch_72_672_216.pt,True
tomo_033ebe,patch_72_672_264.pt,True
tomo_033ebe,patch_72_672_288.pt,True
tomo_033ebe,patch_72_696_216.pt,True
tomo_033ebe,patch_96_0_696.pt,False
tomo_033ebe,patch_96_168_192.pt,False
tomo_033ebe,patch_96_288_336.pt,False
tomo_033ebe,patch_96_480_696.pt,False
tomo_033ebe,patch_96_96_0.pt,False
tomo_03437b,patch_0_0_48.pt,False
tomo_03437b,patch_0_240_0.pt,False
tomo_03437b,patch_0_264_264.pt,False
tomo_03437b,patch_0_504_744.pt,False
tomo_03437b,patch_0_720_744.pt,False
tomo_03437b,patch_0_96_768.pt,False
tomo_03437b,patch_120_744_768.pt,False
tomo_03437b,patch_120_792_528.pt,True
tomo_03437b,patch_120_792_552.pt,True
tomo_03437b,patch_120_816_600.pt,True
tomo_03437b,patch_120_840_144.pt,False
tomo_03437b,patch_120_840_552.pt,True
tomo_03437b,patch_120_840_600.pt,True
tomo_03437b,patch_120_863_576.pt,True
tomo_03437b,patch_144_672_504.pt,False
tomo_03437b,patch_168_792_528.pt,False
tomo_03437b,patch_168_792_832.pt,False
tomo_03437b,patch_168_840_624.pt,False
tomo_03437b,patch_192_336_48.pt,False
tomo_03437b,patch_192_336_552.pt,False
tomo_03437b,patch_204_168_432.pt,False
tomo_03437b,patch_204_480_648.pt,False
tomo_03437b,patch_204_504_480.pt,False
tomo_03437b,patch_24_504_168.pt,False
tomo_03437b,patch_24_624_816.pt,False
tomo_03437b,patch_24_863_264.pt,False
tomo_03437b,patch_48_504_576.pt,False
tomo_03437b,patch_48_624_0.pt,False
tomo_03437b,patch_48_816_528.pt,True
tomo_03437b,patch_48_816_600.pt,True
tomo_03437b,patch_48_840_600.pt,True
tomo_03437b,patch_48_863_528.pt,True
tomo_03437b,patch_48_863_600.pt,True
tomo_03437b,patch_72_24_312.pt,False
tomo_03437b,patch_72_792_528.pt,True
tomo_03437b,patch_72_792_552.pt,True
tomo_03437b,patch_72_792_576.pt,True
tomo_03437b,patch_72_816_528.pt,True
tomo_03437b,patch_72_816_552.pt,True
tomo_03437b,patch_72_816_576.pt,True
tomo_03437b,patch_72_816_600.pt,True
tomo_03437b,patch_72_840_528.pt,True
tomo_03437b,patch_72_840_600.pt,True
tomo_03437b,patch_72_863_528.pt,True
tomo_03437b,patch_72_863_552.pt,True
tomo_03437b,patch_72_863_576.pt,True
tomo_03437b,patch_72_863_600.pt,True
tomo_03437b,patch_96_432_264.pt,False
tomo_03437b,patch_96_792_552.pt,True
tomo_03437b,patch_96_816_528.pt,True
tomo_03437b,patch_96_816_552.pt,True
tomo_03437b,patch_96_863_552.pt,True
tomo_0363f2,patch_0_360_360.pt,False
tomo_0363f2,patch_0_432_480.pt,False
tomo_0363f2,patch_0_480_336.pt,True
tomo_0363f2,patch_0_504_384.pt,True
tomo_0363f2,patch_0_528_312.pt,True
tomo_0363f2,patch_0_528_336.pt,True
tomo_0363f2,patch_0_528_360.pt,True
tomo_0363f2,patch_0_528_384.pt,True
tomo_0363f2,patch_0_552_384.pt,True
tomo_0363f2,patch_0_720_432.pt,False
tomo_0363f2,patch_0_840_216.pt,False
tomo_0363f2,patch_120_384_816.pt,False
tomo_0363f2,patch_120_480_144.pt,False
tomo_0363f2,patch_144_168_48.pt,False
tomo_0363f2,patch_168_504_696.pt,False
tomo_0363f2,patch_168_624_120.pt,False
tomo_0363f2,patch_192_168_24.pt,False
tomo_0363f2,patch_192_216_120.pt,False
tomo_0363f2,patch_192_24_624.pt,False
tomo_0363f2,patch_192_96_312.pt,False
tomo_0363f2,patch_204_96_216.pt,False
