prune_radius,threshold,precision,recall,f_2,tp,fp,fn
2,0.57,0.81,0.654,0.68,17,4,9
2,0.59,0.81,0.654,0.68,17,4,9
2,0.61,0.85,0.654,0.685,17,3,9
2,0.63,0.842,0.615,0.65,16,3,10
2,0.65,0.842,0.615,0.65,16,3,10
2,0.67,0.842,0.615,0.65,16,3,10
2,0.69,0.842,0.615,0.65,16,3,10
2,0.71,0.842,0.615,0.65,16,3,10
2,0.73,0.842,0.615,0.65,16,3,10
2,0.75,0.842,0.615,0.65,16,3,10
2,0.77,0.833,0.577,0.615,15,3,11
2,0.79,0.875,0.538,0.583,14,2,12
2,0.81,0.875,0.538,0.583,14,2,12
2,0.83,0.875,0.538,0.583,14,2,12
2,0.85,0.875,0.538,0.583,14,2,12
2,0.87,0.875,0.538,0.583,14,2,12
2,0.89,0.875,0.538,0.583,14,2,12
2,0.91,0.867,0.5,0.546,13,2,13
2,0.93,0.929,0.5,0.551,13,1,13
3,0.05,0.435,0.769,0.667,20,26,6
3,0.07,0.5,0.731,0.669,19,19,7
3,0.09,0.559,0.731,0.688,19,15,7
3,0.11,0.633,0.731,0.709,19,11,7
3,0.13,0.655,0.731,0.714,19,10,7
3,0.15,0.679,0.731,0.72,19,9,7
3,0.17,0.731,0.731,0.731,19,7,7
3,0.19,0.72,0.692,0.698,18,7,8
3,0.21,0.72,0.692,0.698,18,7,8
3,0.23,0.72,0.692,0.698,18,7,8
3,0.25,0.72,0.692,0.698,18,7,8
3,0.27,0.72,0.692,0.698,18,7,8
3,0.29,0.72,0.692,0.698,18,7,8
3,0.31,0.72,0.692,0.698,18,7,8
3,0.33,0.75,0.692,0.703,18,6,8
3,0.35,0.75,0.692,0.703,18,6,8
3,0.37,0.75,0.692,0.703,18,6,8
3,0.39,0.75,0.692,0.703,18,6,8
3,0.41,0.75,0.692,0.703,18,6,8
3,0.43,0.75,0.692,0.703,18,6,8
3,0.45,0.75,0.692,0.703,18,6,8
3,0.47,0.75,0.692,0.703,18,6,8
3,0.49,0.773,0.654,0.675,17,5,9
3,0.51,0.773,0.654,0.675,17,5,9
3,0.53,0.773,0.654,0.675,17,5,9
3,0.55,0.773,0.654,0.675,17,5,9
3,0.57,0.81,0.654,0.68,17,4,9
3,0.59,0.81,0.654,0.68,17,4,9
3,0.61,0.85,0.654,0.685,17,3,9
3,0.63,0.842,0.615,0.65,16,3,10
3,0.65,0.842,0.615,0.65,16,3,10
3,0.67,0.842,0.615,0.65,16,3,10
3,0.69,0.842,0.615,0.65,16,3,10
3,0.71,0.842,0.615,0.65,16,3,10
3,0.73,0.842,0.615,0.65,16,3,10
3,0.75,0.842,0.615,0.65,16,3,10
3,0.77,0.833,0.577,0.615,15,3,11
3,0.79,0.875,0.538,0.583,14,2,12
3,0.81,0.875,0.538,0.583,14,2,12
3,0.83,0.875,0.538,0.583,14,2,12
3,0.85,0.875,0.538,0.583,14,2,12
3,0.87,0.875,0.538,0.583,14,2,12
3,0.89,0.875,0.538,0.583,14,2,12
3,0.91,0.867,0.5,0.546,13,2,13
3,0.93,0.929,0.5,0.551,13,1,13
4,0.05,0.435,0.769,0.667,20,26,6
4,0.07,0.5,0.731,0.669,19,19,7
4,0.09,0.559,0.731,0.688,19,15,7
4,0.11,0.633,0.731,0.709,19,11,7
4,0.13,0.655,0.731,0.714,19,10,7
4,0.15,0.679,0.731,0.72,19,9,7
4,0.17,0.731,0.731,0.731,19,7,7
4,0.19,0.72,0.692,0.698,18,7,8
4,0.21,0.72,0.692,0.698,18,7,8
4,0.23,0.72,0.692,0.698,18,7,8
4,0.25,0.72,0.692,0.698,18,7,8
4,0.27,0.72,0.692,0.698,18,7,8
4,0.29,0.72,0.692,0.698,18,7,8
4,0.31,0.72,0.692,0.698,18,7,8
4,0.33,0.75,0.692,0.703,18,6,8
4,0.35,0.75,0.692,0.703,18,6,8
4,0.37,0.75,0.692,0.703,18,6,8
4,0.39,0.75,0.692,0.703,18,6,8
4,0.41,0.75,0.692,0.703,18,6,8
4,0.43,0.75,0.692,0.703,18,6,8
4,0.45,0.75,0.692,0.703,18,6,8
4,0.47,0.75,0.692,0.703,18,6,8
4,0.49,0.773,0.654,0.675,17,5,9
4,0.51,0.773,0.654,0.675,17,5,9
4,0.53,0.773,0.654,0.675,17,5,9
4,0.55,0.773,0.654,0.675,17,5,9
4,0.57,0.81,0.654,0.68,17,4,9
4,0.59,0.81,0.654,0.68,17,4,9
4,0.61,0.85,0.654,0.685,17,3,9
4,0.63,0.842,0.615,0.65,16,3,10
4,0.65,0.842,0.615,0.65,16,3,10
4,0.67,0.842,0.615,0.65,16,3,10
4,0.69,0.842,0.615,0.65,16,3,10
4,0.71,0.842,0.615,0.65,16,3,10
4,0.73,0.842,0.615,0.65,16,3,10
4,0.75,0.842,0.615,0.65,16,3,10
4,0.77,0.833,0.577,0.615,15,3,11
4,0.79,0.875,0.538,0.583,14,2,12
4,0.81,0.875,0.538,0.583,14,2,12
4,0.83,0.875,0.538,0.583,14,2,12
4,0.85,0.875,0.538,0.583,14,2,12
4,0.87,0.875,0.538,0.583,14,2,12
4,0.89,0.875,0.538,0.583,14,2,12
4,0.91,0.867,0.5,0.546,13,2,13
4,0.93,0.929,0.5,0.551,13,1,13
5,0.05,0.435,0.769,0.667,20,26,6
5,0.07,0.5,0.731,0.669,19,19,7
5,0.09,0.559,0.731,0.688,19,15,7
5,0.11,0.633,0.731,0.709,19,11,7
5,0.13,0.655,0.731,0.714,19,10,7
5,0.15,0.679,0.731,0.72,19,9,7
5,0.17,0.731,0.731,0.731,19,7,7
5,0.19,0.72,0.692,0.698,18,7,8
5,0.21,0.72,0.692,0.698,18,7,8
5,0.23,0.72,0.692,0.698,18,7,8
5,0.25,0.72,0.692,0.698,18,7,8
5,0.27,0.72,0.692,0.698,18,7,8
5,0.29,0.72,0.692,0.698,18,7,8
5,0.31,0.72,0.692,0.698,18,7,8
5,0.33,0.75,0.692,0.703,18,6,8
5,0.35,0.75,0.692,0.703,18,6,8
5,0.37,0.75,0.692,0.703,18,6,8
5,0.39,0.75,0.692,0.703,18,6,8
5,0.41,0.75,0.692,0.703,18,6,8
5,0.43,0.75,0.692,0.703,18,6,8
5,0.45,0.75,0.692,0.703,18,6,8
5,0.47,0.75,0.692,0.703,18,6,8
5,0.49,0.773,0.654,0.675,17,5,9
5,0.51,0.773,0.654,0.675,17,5,9
5,0.53,0.773,0.654,0.675,17,5,9
5,0.55,0.773,0.654,0.675,17,5,9
5,0.57,0.81,0.654,0.68,17,4,9
5,0.59,0.81,0.654,0.68,17,4,9
5,0.61,0.85,0.654,0.685,17,3,9
5,0.63,0.842,0.615,0.65,16,3,10
5,0.65,0.842,0.615,0.65,16,3,10
5,0.67,0.842,0.615,0.65,16,3,10
5,0.69,0.842,0.615,0.65,16,3,10
5,0.71,0.842,0.615,0.65,16,3,10
5,0.73,0.842,0.615,0.65,16,3,10
5,0.75,0.842,0.615,0.65,16,3,10
5,0.77,0.833,0.577,0.615,15,3,11
5,0.79,0.875,0.538,0.583,14,2,12
5,0.81,0.875,0.538,0.583,14,2,12
5,0.83,0.875,0.538,0.583,14,2,12
5,0.85,0.875,0.538,0.583,14,2,12
5,0.87,0.875,0.538,0.583,14,2,12
5,0.89,0.875,0.538,0.583,14,2,12
5,0.91,0.867,0.5,0.546,13,2,13
5,0.93,0.929,0.5,0.551,13,1,13
