prune_radius,threshold,precision,recall,f_beta,tp,fp,fn
5,0.39,0.328,0.808,0.625,21,43,5
5,0.41,0.333,0.808,0.629,21,42,5
5,0.43,0.333,0.808,0.629,21,42,5
5,0.45,0.344,0.808,0.636,21,40,5
5,0.47,0.35,0.808,0.64,21,39,5
5,0.49,0.356,0.808,0.644,21,38,5
5,0.51,0.362,0.808,0.648,21,37,5
5,0.53,0.368,0.808,0.652,21,36,5
5,0.55,0.368,0.808,0.652,21,36,5
5,0.57,0.375,0.808,0.656,21,35,5
5,0.59,0.382,0.808,0.66,21,34,5
5,0.61,0.404,0.808,0.673,21,31,5
5,0.63,0.429,0.808,0.686,21,28,5
5,0.65,0.438,0.808,0.691,21,27,5
5,0.67,0.447,0.808,0.695,21,26,5
5,0.69,0.477,0.808,0.709,21,23,5
5,0.71,0.488,0.808,0.714,21,22,5
5,0.73,0.488,0.808,0.714,21,22,5
5,0.75,0.525,0.808,0.729,21,19,5
5,0.77,0.538,0.808,0.734,21,18,5
5,0.79,0.568,0.808,0.745,21,16,5
5,0.81,0.6,0.808,0.755,21,14,5
5,0.83,0.6,0.808,0.755,21,14,5
5,0.85,0.7,0.808,0.784,21,9,5
5,0.87,0.75,0.808,0.795,21,7,5
5,0.89,0.808,0.808,0.808,21,5,5
5,0.91,0.9,0.692,0.726,18,2,8
5,0.93,0.9,0.346,0.395,9,1,17
