prune_radius,threshold,precision,recall,f_beta,tp,fp,fn
2,0.07,0.296,0.808,0.6,21,50,5
2,0.09,0.368,0.808,0.652,21,36,5
2,0.11,0.396,0.808,0.669,21,32,5
2,0.13,0.447,0.808,0.695,21,26,5
2,0.15,0.5,0.808,0.719,21,21,5
2,0.17,0.525,0.808,0.729,21,19,5
2,0.19,0.553,0.808,0.739,21,17,5
2,0.21,0.553,0.808,0.739,21,17,5
2,0.23,0.568,0.808,0.745,21,16,5
2,0.25,0.583,0.808,0.75,21,15,5
2,0.27,0.6,0.808,0.755,21,14,5
2,0.29,0.618,0.808,0.761,21,13,5
2,0.31,0.636,0.808,0.766,21,12,5
2,0.33,0.636,0.808,0.766,21,12,5
2,0.35,0.724,0.808,0.789,21,8,5
2,0.37,0.724,0.808,0.789,21,8,5
2,0.39,0.724,0.808,0.789,21,8,5
2,0.41,0.75,0.808,0.795,21,7,5
2,0.43,0.75,0.808,0.795,21,7,5
2,0.45,0.778,0.808,0.802,21,6,5
2,0.47,0.778,0.808,0.802,21,6,5
2,0.49,0.778,0.808,0.802,21,6,5
2,0.51,0.808,0.808,0.808,21,5,5
2,0.53,0.808,0.808,0.808,21,5,5
2,0.55,0.808,0.808,0.808,21,5,5
2,0.57,0.808,0.808,0.808,21,5,5
2,0.59,0.808,0.808,0.808,21,5,5
2,0.61,0.84,0.808,0.814,21,4,5
2,0.63,0.84,0.808,0.814,21,4,5
2,0.65,0.84,0.808,0.814,21,4,5
2,0.67,0.84,0.808,0.814,21,4,5
2,0.69,0.84,0.808,0.814,21,4,5
2,0.71,0.84,0.808,0.814,21,4,5
2,0.73,0.875,0.808,0.82,21,3,5
2,0.75,0.875,0.808,0.82,21,3,5
2,0.77,0.87,0.769,0.787,20,3,6
2,0.79,0.909,0.769,0.794,20,2,6
2,0.81,0.909,0.769,0.794,20,2,6
2,0.83,0.909,0.769,0.794,20,2,6
2,0.85,0.909,0.769,0.794,20,2,6
2,0.87,0.952,0.769,0.8,20,1,6
2,0.89,0.952,0.769,0.8,20,1,6
2,0.91,0.952,0.769,0.8,20,1,6
2,0.93,0.952,0.769,0.8,20,1,6
3,0.05,0.208,0.808,0.512,21,80,5
3,0.07,0.3,0.808,0.603,21,49,5
3,0.09,0.368,0.808,0.652,21,36,5
3,0.11,0.396,0.808,0.669,21,32,5
3,0.13,0.447,0.808,0.695,21,26,5
3,0.15,0.5,0.808,0.719,21,21,5
3,0.17,0.525,0.808,0.729,21,19,5
3,0.19,0.553,0.808,0.739,21,17,5
3,0.21,0.553,0.808,0.739,21,17,5
3,0.23,0.568,0.808,0.745,21,16,5
3,0.25,0.583,0.808,0.75,21,15,5
3,0.27,0.6,0.808,0.755,21,14,5
3,0.29,0.618,0.808,0.761,21,13,5
3,0.31,0.636,0.808,0.766,21,12,5
3,0.33,0.636,0.808,0.766,21,12,5
3,0.35,0.724,0.808,0.789,21,8,5
3,0.37,0.724,0.808,0.789,21,8,5
3,0.39,0.724,0.808,0.789,21,8,5
3,0.41,0.75,0.808,0.795,21,7,5
3,0.43,0.75,0.808,0.795,21,7,5
3,0.45,0.778,0.808,0.802,21,6,5
3,0.47,0.778,0.808,0.802,21,6,5
3,0.49,0.778,0.808,0.802,21,6,5
3,0.51,0.808,0.808,0.808,21,5,5
3,0.53,0.808,0.808,0.808,21,5,5
3,0.55,0.808,0.808,0.808,21,5,5
3,0.57,0.808,0.808,0.808,21,5,5
3,0.59,0.808,0.808,0.808,21,5,5
3,0.61,0.84,0.808,0.814,21,4,5
3,0.63,0.84,0.808,0.814,21,4,5
3,0.65,0.84,0.808,0.814,21,4,5
3,0.67,0.84,0.808,0.814,21,4,5
3,0.69,0.84,0.808,0.814,21,4,5
3,0.71,0.84,0.808,0.814,21,4,5
3,0.73,0.875,0.808,0.82,21,3,5
3,0.75,0.875,0.808,0.82,21,3,5
3,0.77,0.87,0.769,0.787,20,3,6
3,0.79,0.909,0.769,0.794,20,2,6
3,0.81,0.909,0.769,0.794,20,2,6
3,0.83,0.909,0.769,0.794,20,2,6
3,0.85,0.909,0.769,0.794,20,2,6
3,0.87,0.952,0.769,0.8,20,1,6
3,0.89,0.952,0.769,0.8,20,1,6
3,0.91,0.952,0.769,0.8,20,1,6
3,0.93,0.952,0.769,0.8,20,1,6
4,0.05,0.208,0.808,0.512,21,80,5
4,0.07,0.3,0.808,0.603,21,49,5
4,0.09,0.368,0.808,0.652,21,36,5
4,0.11,0.396,0.808,0.669,21,32,5
4,0.13,0.447,0.808,0.695,21,26,5
4,0.15,0.5,0.808,0.719,21,21,5
4,0.17,0.525,0.808,0.729,21,19,5
4,0.19,0.553,0.808,0.739,21,17,5
4,0.21,0.553,0.808,0.739,21,17,5
4,0.23,0.568,0.808,0.745,21,16,5
4,0.25,0.583,0.808,0.75,21,15,5
4,0.27,0.6,0.808,0.755,21,14,5
4,0.29,0.618,0.808,0.761,21,13,5
4,0.31,0.636,0.808,0.766,21,12,5
4,0.33,0.636,0.808,0.766,21,12,5
4,0.35,0.724,0.808,0.789,21,8,5
4,0.37,0.724,0.808,0.789,21,8,5
4,0.39,0.724,0.808,0.789,21,8,5
4,0.41,0.75,0.808,0.795,21,7,5
4,0.43,0.75,0.808,0.795,21,7,5
4,0.45,0.778,0.808,0.802,21,6,5
4,0.47,0.778,0.808,0.802,21,6,5
4,0.49,0.778,0.808,0.802,21,6,5
4,0.51,0.808,0.808,0.808,21,5,5
4,0.53,0.808,0.808,0.808,21,5,5
4,0.55,0.808,0.808,0.808,21,5,5
4,0.57,0.808,0.808,0.808,21,5,5
4,0.59,0.808,0.808,0.808,21,5,5
4,0.61,0.84,0.808,0.814,21,4,5
4,0.63,0.84,0.808,0.814,21,4,5
4,0.65,0.84,0.808,0.814,21,4,5
4,0.67,0.84,0.808,0.814,21,4,5
4,0.69,0.84,0.808,0.814,21,4,5
4,0.71,0.84,0.808,0.814,21,4,5
4,0.73,0.875,0.808,0.82,21,3,5
4,0.75,0.875,0.808,0.82,21,3,5
4,0.77,0.87,0.769,0.787,20,3,6
4,0.79,0.909,0.769,0.794,20,2,6
4,0.81,0.909,0.769,0.794,20,2,6
4,0.83,0.909,0.769,0.794,20,2,6
4,0.85,0.909,0.769,0.794,20,2,6
4,0.87,0.952,0.769,0.8,20,1,6
4,0.89,0.952,0.769,0.8,20,1,6
4,0.91,0.952,0.769,0.8,20,1,6
4,0.93,0.952,0.769,0.8,20,1,6
5,0.05,0.212,0.808,0.517,21,78,5
5,0.07,0.309,0.808,0.61,21,47,5
5,0.09,0.375,0.808,0.656,21,35,5
5,0.11,0.404,0.808,0.673,21,31,5
5,0.13,0.457,0.808,0.7,21,25,5
5,0.15,0.512,0.808,0.724,21,20,5
5,0.17,0.525,0.808,0.729,21,19,5
5,0.19,0.553,0.808,0.739,21,17,5
5,0.21,0.553,0.808,0.739,21,17,5
5,0.23,0.568,0.808,0.745,21,16,5
5,0.25,0.583,0.808,0.75,21,15,5
5,0.27,0.6,0.808,0.755,21,14,5
5,0.29,0.618,0.808,0.761,21,13,5
5,0.31,0.636,0.808,0.766,21,12,5
5,0.33,0.636,0.808,0.766,21,12,5
5,0.35,0.724,0.808,0.789,21,8,5
5,0.37,0.724,0.808,0.789,21,8,5
5,0.39,0.724,0.808,0.789,21,8,5
5,0.41,0.75,0.808,0.795,21,7,5
5,0.43,0.75,0.808,0.795,21,7,5
5,0.45,0.778,0.808,0.802,21,6,5
5,0.47,0.778,0.808,0.802,21,6,5
5,0.49,0.778,0.808,0.802,21,6,5
5,0.51,0.808,0.808,0.808,21,5,5
5,0.53,0.808,0.808,0.808,21,5,5
5,0.55,0.808,0.808,0.808,21,5,5
5,0.57,0.808,0.808,0.808,21,5,5
5,0.59,0.808,0.808,0.808,21,5,5
5,0.61,0.84,0.808,0.814,21,4,5
5,0.63,0.84,0.808,0.814,21,4,5
5,0.65,0.84,0.808,0.814,21,4,5
5,0.67,0.84,0.808,0.814,21,4,5
5,0.69,0.84,0.808,0.814,21,4,5
5,0.71,0.84,0.808,0.814,21,4,5
5,0.73,0.875,0.808,0.82,21,3,5
5,0.75,0.875,0.808,0.82,21,3,5
5,0.77,0.87,0.769,0.787,20,3,6
5,0.79,0.909,0.769,0.794,20,2,6
5,0.81,0.909,0.769,0.794,20,2,6
5,0.83,0.909,0.769,0.794,20,2,6
5,0.85,0.909,0.769,0.794,20,2,6
5,0.87,0.952,0.769,0.8,20,1,6
5,0.89,0.952,0.769,0.8,20,1,6
5,0.91,0.952,0.769,0.8,20,1,6
5,0.93,0.952,0.769,0.8,20,1,6
