epoch,train_conf_loss,val_conf_loss
6,0.401329,0.0
7,0.379302,0.0
8,0.368672,0.0
9,0.366222,0.0
0,0.493692,0.0
1,0.416616,0.0
2,0.391712,0.0
3,0.387015,0.0
4,0.39922,0.0
5,0.422968,0.0
6,0.420073,0.0
7,0.371511,0.0
8,0.377037,0.0
9,0.413056,0.0
0,0.434539,0.0
1,0.379666,0.0
2,0.344785,0.0
3,0.334349,0.0
4,0.314901,0.0
5,0.307616,0.0
6,0.290757,0.0
7,0.283465,0.0
8,0.273243,0.0
9,0.264479,0.0
0,0.452298,0.0
1,0.39097,0.0
2,0.340958,0.0
3,0.314948,0.0
4,0.303393,0.0
5,0.296797,0.0
6,0.284305,0.0
7,0.272479,0.0
8,0.267564,0.0
9,0.261599,0.0
0,0.293087,0.0
1,0.243997,0.0
2,0.221841,0.0
3,0.207174,0.0
4,0.189202,0.0
5,0.167342,0.0
6,0.158569,0.0
7,0.151278,0.0
8,0.152077,0.0
9,0.15164,0.0
0,0.293406,0.0
1,0.227693,0.0
2,0.217433,0.0
3,0.207735,0.0
4,0.200598,0.0
5,0.194748,0.0
6,0.184429,0.0
7,0.183459,0.0
8,0.172399,0.0
9,0.171344,0.0
0,0.260755,0.0
1,0.194767,0.0
2,0.188159,0.0
3,0.177953,0.0
4,0.169609,0.0
5,0.16579,0.0
6,0.159989,0.0
7,nan,0.0
8,nan,0.0
0,0.269706,0.0
1,0.189978,0.0
2,0.168888,0.0
3,0.162291,0.0
4,0.161026,0.0
5,0.154726,0.0
6,0.150773,0.0
7,0.143756,0.0
8,0.144175,0.0
9,0.133945,0.0
0,0.360156,0.0
1,0.239801,0.0
2,0.187408,0.0
3,0.158693,0.0
4,0.14138,0.0
0,0.389267,0.0
1,0.246595,0.0
2,0.186742,0.0
3,0.156997,0.0
4,0.136327,0.0
5,0.126475,0.0
6,0.111648,0.0
7,0.103528,0.0
8,0.100576,0.0
9,0.09901,0.0
0,0.370886,0.0
1,0.220089,0.0
2,0.204336,0.0
3,0.187851,0.0
4,0.17701,0.0
5,0.17353,0.0
6,0.167306,0.0
7,0.16002,0.0
8,0.16128,0.0
9,0.15857,0.0
0,0.480616,0.0
1,0.37113,0.0
2,0.341461,0.0
3,0.325463,0.0
4,0.28314,0.0
5,0.292325,0.0
6,0.276104,0.0
7,0.263508,0.0
8,0.257302,0.0
9,0.256495,0.0
0,0.378481,0.0
1,0.270311,0.0
2,0.233789,0.0
3,0.213643,0.0
4,0.196452,0.0
5,0.187787,0.0
6,0.180028,0.0
7,0.173488,0.0
8,0.171717,0.0
9,0.169684,0.0
0,0.631662,0.0
1,0.335573,0.0
2,0.304884,0.0
3,0.293867,0.0
4,0.287375,0.0
5,0.283344,0.0
6,0.279844,0.0
7,0.277577,0.0
8,0.276753,0.0
9,0.275956,0.0
0,0.353623,0.0
1,0.193036,0.0
2,0.168612,0.0
3,0.154811,0.0
4,0.145852,0.0
5,0.141365,0.0
6,0.133611,0.0
7,0.126916,0.0
8,0.126118,0.0
9,0.122693,0.0
0,0.32038,0.0
1,0.188767,0.0
2,0.166783,0.0
3,0.154968,0.0
4,0.158549,0.0
5,0.159303,0.0
6,0.157063,0.0
7,0.149043,0.0
8,0.15376,0.0
9,0.133928,0.0
